,revenue_category,year,power_code_code,value,mean_value
30,Total tax and non-tax revenue,2016,600000,0.5115888926281722,0.6250242900626015
31,Total tax and non-tax revenue,2017,600000,0.7875319846243776,0.6250242900626015
32,Total tax and non-tax revenue,2018,600000,0.66914716502591,0.6250242900626015
33,Total tax and non-tax revenue,2019,600000,0.8522634137901546,0.6250242900626015
34,Total tax and non-tax revenue,2020,600000,0.9744728568864013,0.6250242900626015
35,Total tax and non-tax revenue,2021,600000,1.0,0.6250242900626015
36,Total tax revenue,2004,600000,0.11566350249951368,0.2591168368262851
37,Total tax revenue,2005,600000,0.11646608717219664,0.2591168368262851
38,Total tax revenue,2006,600000,0.12053876683990158,0.2591168368262851
39,Total tax revenue,2007,600000,0.13517411086869663,0.2591168368262851
40,Total tax revenue,2008,600000,0.1544245917944343,0.2591168368262851
41,Total tax revenue,2009,600000,0.173108062900636,0.2591168368262851
42,Total tax revenue,2010,600000,0.18998759369113438,0.2591168368262851
43,Total tax revenue,2011,600000,0.19381958796653043,0.2591168368262851
44,Total tax revenue,2012,600000,0.26886497525488934,0.2591168368262851
45,Total tax revenue,2013,600000,0.26445459996029574,0.2591168368262851
46,Total tax revenue,2014,600000,0.30247971160957476,0.2591168368262851
47,Total tax revenue,2015,600000,0.33698030142179997,0.2591168368262851
48,Total tax revenue,2016,600000,0.34310909800983996,0.2591168368262851
49,Total tax revenue,2017,600000,0.3504878064635818,0.2591168368262851
50,Total tax revenue,2018,600000,0.40782257528169213,0.2591168368262851
51,Total tax revenue,2019,600000,0.37511327445045445,0.2591168368262851
52,Total tax revenue,2020,600000,0.3819162921688237,0.2591168368262851
53,Total tax revenue,2021,600000,0.43469906075090914,0.2591168368262851
54,Total tax revenue,2004,600000,0.11566350249951368,0.2591168368262851
55,Total tax revenue,2005,600000,0.11646608717219664,0.2591168368262851
56,Total tax revenue,2006,600000,0.16856645376087173,0.2591168368262851
57,Total tax revenue,2007,600000,0.13517411086869663,0.2591168368262851
58,Total tax revenue,2008,600000,0.1544245917944343,0.2591168368262851
59,Total tax revenue,2009,600000,0.2195700846439299,0.2591168368262851
60,Total tax revenue,2010,600000,0.18998759369113438,0.2591168368262851
61,Total tax revenue,2011,600000,0.2130764295633189,0.2591168368262851
62,Total tax revenue,2012,600000,0.22031919367493263,0.2591168368262851
63,Total tax revenue,2013,600000,0.26445459996029574,0.2591168368262851
64,Total tax revenue,2014,600000,0.30247971160957476,0.2591168368262851
65,Total tax revenue,2015,600000,0.3527606762513445,0.2591168368262851
66,Total tax revenue,2016,600000,0.34310909800983996,0.2591168368262851
67,Total tax revenue,2017,600000,0.3504878064635818,0.2591168368262851
68,Total tax revenue,2018,600000,0.40782257528169213,0.2591168368262851
69,Total tax revenue,2019,600000,0.37511327445045445,0.2591168368262851
70,Total tax revenue,2020,600000,0.4482122463919942,0.2591168368262851
71,Total tax revenue,2021,600000,0.43469906075090914,0.2591168368262851
72,"1000 Taxes on income, profits and capital gains",2004,600000,0.0826692216028791,0.16712831814867576
73,"1000 Taxes on income, profits and capital gains",2005,600000,0.07725690060301361,0.16712831814867576
74,"1000 Taxes on income, profits and capital gains",2006,600000,0.08480574700630915,0.16712831814867576
75,"1000 Taxes on income, profits and capital gains",2007,600000,0.09277598786671994,0.16712831814867576
76,"1000 Taxes on income, profits and capital gains",2008,600000,0.0951892624671903,0.16712831814867576
77,"1000 Taxes on income, profits and capital gains",2009,600000,0.12135385283147371,0.16712831814867576
78,"1000 Taxes on income, profits and capital gains",2010,600000,0.1090759075082421,0.16712831814867576
79,"1000 Taxes on income, profits and capital gains",2011,600000,0.1445916044142657,0.16712831814867576
80,"1000 Taxes on income, profits and capital gains",2012,600000,0.13828928952004435,0.16712831814867576
81,"1000 Taxes on income, profits and capital gains",2013,600000,0.17783046111364745,0.16712831814867576
82,"1000 Taxes on income, profits and capital gains",2014,600000,0.19662879433780261,0.16712831814867576
83,"1000 Taxes on income, profits and capital gains",2015,600000,0.22592088465333088,0.16712831814867576
84,"1000 Taxes on income, profits and capital gains",2016,600000,0.23006687205500176,0.16712831814867576
85,"1000 Taxes on income, profits and capital gains",2017,600000,0.22214028580015188,0.16712831814867576
86,"1000 Taxes on income, profits and capital gains",2018,600000,0.24853157008064347,0.16712831814867576
87,"1000 Taxes on income, profits and capital gains",2019,600000,0.24613961772967047,0.16712831814867576
88,"1000 Taxes on income, profits and capital gains",2020,600000,0.23051291911296634,0.16712831814867576
89,"1000 Taxes on income, profits and capital gains",2021,600000,0.251417624559391,0.16712831814867576
90,"1000 Taxes on income, profits and capital gains",2004,600000,0.0826692216028791,0.16712831814867576
91,"1000 Taxes on income, profits and capital gains",2005,600000,0.08367992823242852,0.16712831814867576
92,"1000 Taxes on income, profits and capital gains",2006,600000,0.08480574700630915,0.16712831814867576
93,"1000 Taxes on income, profits and capital gains",2007,600000,0.09277598786671994,0.16712831814867576
94,"1000 Taxes on income, profits and capital gains",2008,600000,0.1050335810428,0.16712831814867576
95,"1000 Taxes on income, profits and capital gains",2009,600000,0.12135385283147371,0.16712831814867576
96,"1000 Taxes on income, profits and capital gains",2010,600000,0.12592148471663758,0.16712831814867576
97,"1000 Taxes on income, profits and capital gains",2011,600000,0.1445916044142657,0.16712831814867576
98,"1000 Taxes on income, profits and capital gains",2012,600000,0.13828928952004435,0.16712831814867576
99,"1000 Taxes on income, profits and capital gains",2013,600000,0.142932639393456,0.16712831814867576
100,"1000 Taxes on income, profits and capital gains",2014,600000,0.15867619033808064,0.16712831814867576
101,"1000 Taxes on income, profits and capital gains",2015,600000,0.16870144800276426,0.16712831814867576
102,"1000 Taxes on income, profits and capital gains",2016,600000,0.23006687205500176,0.16712831814867576
103,"1000 Taxes on income, profits and capital gains",2017,600000,0.22214028580015188,0.16712831814867576
104,"1000 Taxes on income, profits and capital gains",2018,600000,0.24853157008064347,0.16712831814867576
105,"1000 Taxes on income, profits and capital gains",2019,600000,0.24613961772967047,0.16712831814867576
106,"1000 Taxes on income, profits and capital gains",2020,600000,0.23051291911296634,0.16712831814867576
107,"1000 Taxes on income, profits and capital gains",2021,600000,0.22297796417522045,0.16712831814867576
108,"1100 Taxes on income, profits and capital gains of individuals",2004,600000,0.07172781728472354,0.13457722011894474
109,"1100 Taxes on income, profits and capital gains of individuals",2005,600000,0.07499008145359336,0.13457722011894474
110,"1100 Taxes on income, profits and capital gains of individuals",2006,600000,0.07474228531110032,0.13457722011894474
111,"1100 Taxes on income, profits and capital gains of individuals",2007,600000,0.0791513504674743,0.13457722011894474
112,"1100 Taxes on income, profits and capital gains of individuals",2008,600000,0.08586805908023296,0.13457722011894474
113,"1100 Taxes on income, profits and capital gains of individuals",2009,600000,0.08665099167962219,0.13457722011894474
114,"1100 Taxes on income, profits and capital gains of individuals",2010,600000,0.1023257453661361,0.13457722011894474
115,"1100 Taxes on income, profits and capital gains of individuals",2011,600000,0.11480878232653542,0.13457722011894474
116,"1100 Taxes on income, profits and capital gains of individuals",2012,600000,0.11563084905457524,0.13457722011894474
117,"1100 Taxes on income, profits and capital gains of individuals",2013,600000,0.1469488030987269,0.13457722011894474
118,"1100 Taxes on income, profits and capital gains of individuals",2014,600000,0.15128271032593937,0.13457722011894474
119,"1100 Taxes on income, profits and capital gains of individuals",2015,600000,0.16755517707118098,0.13457722011894474
120,"1100 Taxes on income, profits and capital gains of individuals",2016,600000,0.1781244921339201,0.13457722011894474
121,"1100 Taxes on income, profits and capital gains of individuals",2017,600000,0.18092608770225257,0.13457722011894474
122,"1100 Taxes on income, profits and capital gains of individuals",2018,600000,0.19893383751985833,0.13457722011894474
123,"1100 Taxes on income, profits and capital gains of individuals",2019,600000,0.20196571738318392,0.13457722011894474
124,"1100 Taxes on income, profits and capital gains of individuals",2020,600000,0.18943343522741646,0.13457722011894474
125,"1100 Taxes on income, profits and capital gains of individuals",2021,600000,0.2051174898951839,0.13457722011894474
126,"1100 Taxes on income, profits and capital gains of individuals",2004,600000,0.07172781728472354,0.13457722011894474
127,"1100 Taxes on income, profits and capital gains of individuals",2005,600000,0.07423458174837445,0.13457722011894474
128,"1100 Taxes on income, profits and capital gains of individuals",2006,600000,0.07647344794875859,0.13457722011894474
129,"1100 Taxes on income, profits and capital gains of individuals",2007,600000,0.0791513504674743,0.13457722011894474
130,"1100 Taxes on income, profits and capital gains of individuals",2008,600000,0.08586805908023296,0.13457722011894474
131,"1100 Taxes on income, profits and capital gains of individuals",2009,600000,0.08665099167962219,0.13457722011894474
132,"1100 Taxes on income, profits and capital gains of individuals",2010,600000,0.1023257453661361,0.13457722011894474
133,"1100 Taxes on income, profits and capital gains of individuals",2011,600000,0.11679997239708788,0.13457722011894474
134,"1100 Taxes on income, profits and capital gains of individuals",2012,600000,0.11563084905457524,0.13457722011894474
135,"1100 Taxes on income, profits and capital gains of individuals",2013,600000,0.14015380622655688,0.13457722011894474
136,"1100 Taxes on income, profits and capital gains of individuals",2014,600000,0.15128271032593937,0.13457722011894474
137,"1100 Taxes on income, profits and capital gains of individuals",2015,600000,0.16755517707118098,0.13457722011894474
138,"1100 Taxes on income, profits and capital gains of individuals",2016,600000,0.1781244921339201,0.13457722011894474
139,"1100 Taxes on income, profits and capital gains of individuals",2017,600000,0.18092608770225257,0.13457722011894474
140,"1100 Taxes on income, profits and capital gains of individuals",2018,600000,0.19893383751985833,0.13457722011894474
141,"1100 Taxes on income, profits and capital gains of individuals",2019,600000,0.20196571738318392,0.13457722011894474
142,"1100 Taxes on income, profits and capital gains of individuals",2020,600000,0.18589536196068682,0.13457722011894474
143,"1100 Taxes on income, profits and capital gains of individuals",2021,600000,0.2051174898951839,0.13457722011894474
144,1110 On income and profits of individuals,2004,600000,0.07172781728472354,0.13457722011894474
145,1110 On income and profits of individuals,2005,600000,0.07423458174837445,0.13457722011894474
146,1110 On income and profits of individuals,2006,600000,0.07474228531110032,0.13457722011894474
147,1110 On income and profits of individuals,2007,600000,0.0791513504674743,0.13457722011894474
148,1110 On income and profits of individuals,2008,600000,0.08586805908023296,0.13457722011894474
149,1110 On income and profits of individuals,2009,600000,0.08665099167962219,0.13457722011894474
150,1110 On income and profits of individuals,2010,600000,0.1023257453661361,0.13457722011894474
151,1110 On income and profits of individuals,2011,600000,0.11679997239708788,0.13457722011894474
152,1110 On income and profits of individuals,2012,600000,0.11563084905457524,0.13457722011894474
153,1110 On income and profits of individuals,2013,600000,0.1469488030987269,0.13457722011894474
154,1110 On income and profits of individuals,2014,600000,0.15128271032593937,0.13457722011894474
155,1110 On income and profits of individuals,2015,600000,0.16755517707118098,0.13457722011894474
156,1110 On income and profits of individuals,2016,600000,0.1781244921339201,0.13457722011894474
157,1110 On income and profits of individuals,2017,600000,0.18092608770225257,0.13457722011894474
158,1110 On income and profits of individuals,2018,600000,0.19893383751985833,0.13457722011894474
159,1110 On income and profits of individuals,2019,600000,0.2004743500439296,0.13457722011894474
160,1110 On income and profits of individuals,2020,600000,0.18589536196068682,0.13457722011894474
161,1110 On income and profits of individuals,2021,600000,0.2051174898951839,0.13457722011894474
162,1110 On income and profits of individuals,2004,600000,0.07356927155814938,0.13457722011894474
163,1110 On income and profits of individuals,2005,600000,0.07423458174837445,0.13457722011894474
164,1110 On income and profits of individuals,2006,600000,0.07474228531110032,0.13457722011894474
165,1110 On income and profits of individuals,2007,600000,0.0791513504674743,0.13457722011894474
166,1110 On income and profits of individuals,2008,600000,0.08586805908023296,0.13457722011894474
167,1110 On income and profits of individuals,2009,600000,0.08665099167962219,0.13457722011894474
168,1110 On income and profits of individuals,2010,600000,0.10435675963814181,0.13457722011894474
169,1110 On income and profits of individuals,2011,600000,0.11679997239708788,0.13457722011894474
170,1110 On income and profits of individuals,2012,600000,0.1195253399233619,0.13457722011894474
171,1110 On income and profits of individuals,2013,600000,0.1469488030987269,0.13457722011894474
172,1110 On income and profits of individuals,2014,600000,0.15128271032593937,0.13457722011894474
173,1110 On income and profits of individuals,2015,600000,0.16229174177875766,0.13457722011894474
174,1110 On income and profits of individuals,2016,600000,0.1781244921339201,0.13457722011894474
175,1110 On income and profits of individuals,2017,600000,0.17628267782251025,0.13457722011894474
176,1110 On income and profits of individuals,2018,600000,0.19893383751985833,0.13457722011894474
177,1110 On income and profits of individuals,2019,600000,0.2004743500439296,0.13457722011894474
178,1110 On income and profits of individuals,2020,600000,0.18589536196068682,0.13457722011894474
179,1110 On income and profits of individuals,2021,600000,0.2051174898951839,0.13457722011894474
180,Personal income tax,2004,600000,0.07172781728472354,0.1161756481975515
181,Personal income tax,2005,600000,0.07423458174837445,0.1161756481975515
182,Personal income tax,2006,600000,0.07474228531110032,0.1161756481975515
183,Personal income tax,2007,600000,0.0791513504674743,0.1161756481975515
184,Personal income tax,2008,600000,0.08374279486485824,0.1161756481975515
185,Personal income tax,2009,600000,0.08388458982422645,0.1161756481975515
186,Personal income tax,2010,600000,0.1023257453661361,0.1161756481975515
187,Personal income tax,2011,600000,0.11679997239708788,0.1161756481975515
188,Personal income tax,2012,600000,0.12023239451762158,0.1161756481975515
189,Personal income tax,2013,600000,0.1255795986476573,0.1161756481975515
190,Personal income tax,2014,600000,0.1259129338145174,0.1161756481975515
191,Personal income tax,2015,600000,0.13017133307563947,0.1161756481975515
192,Personal income tax,2016,600000,0.1415981886088982,0.1161756481975515
193,Personal income tax,2017,600000,0.14219940203691486,0.1161756481975515
194,Personal income tax,2018,600000,0.1539531920617625,0.1161756481975515
195,Personal income tax,2019,600000,0.1581423340162387,0.1161756481975515
196,Personal income tax,2020,600000,0.14447879251261006,0.1161756481975515
197,Personal income tax,2021,600000,0.16199424039236138,0.1161756481975515
198,Personal income tax,2004,600000,0.06901731132634492,0.1161756481975515
199,Personal income tax,2005,600000,0.06936734825524093,0.1161756481975515
200,Personal income tax,2006,600000,0.07474228531110032,0.1161756481975515
201,Personal income tax,2007,600000,0.0791513504674743,0.1161756481975515
202,Personal income tax,2008,600000,0.08586805908023296,0.1161756481975515
203,Personal income tax,2009,600000,0.08388458982422645,0.1161756481975515
204,Personal income tax,2010,600000,0.1023257453661361,0.1161756481975515
205,Personal income tax,2011,600000,0.11679997239708788,0.1161756481975515
206,Personal income tax,2012,600000,0.11563084905457524,0.1161756481975515
207,Personal income tax,2013,600000,0.1255795986476573,0.1161756481975515
208,Personal income tax,2014,600000,0.1259129338145174,0.1161756481975515
209,Personal income tax,2015,600000,0.13017133307563947,0.1161756481975515
210,Personal income tax,2016,600000,0.13472550354062351,0.1161756481975515
211,Personal income tax,2017,600000,0.14219940203691486,0.1161756481975515
212,Personal income tax,2018,600000,0.16108589456187625,0.1161756481975515
213,Personal income tax,2019,600000,0.1581423340162387,0.1161756481975515
214,Personal income tax,2020,600000,0.14447879251261006,0.1161756481975515
215,Personal income tax,2021,600000,0.16199424039236138,0.1161756481975515
216,Withholding tax,2004,600000,0.04333717207165356,0.06173874954918854
217,Withholding tax,2005,600000,0.04333717207165356,0.06173874954918854
218,Withholding tax,2006,600000,0.04333717207165356,0.06173874954918854
219,Withholding tax,2007,600000,0.04333717207165356,0.06173874954918854
220,Withholding tax,2008,600000,0.04983867798052695,0.06173874954918854
221,Withholding tax,2009,600000,0.04333717207165356,0.06173874954918854
222,Withholding tax,2010,600000,0.04333717207165356,0.06173874954918854
223,Withholding tax,2011,600000,0.04333717207165356,0.06173874954918854
224,Withholding tax,2012,600000,0.04333717207165356,0.06173874954918854
225,Withholding tax,2013,600000,0.06470637652272314,0.06173874954918854
226,Withholding tax,2014,600000,0.06870694858307551,0.06173874954918854
227,Withholding tax,2015,600000,0.08072101606719508,0.06173874954918854
228,Withholding tax,2016,600000,0.07986347559667543,0.06173874954918854
229,Withholding tax,2017,600000,0.08206390774226681,0.06173874954918854
230,Withholding tax,2018,600000,0.08831781752974939,0.06173874954918854
231,Withholding tax,2019,600000,0.08566918809934447,0.06173874954918854
232,Withholding tax,2020,600000,0.08475374151973032,0.06173874954918854
233,Withholding tax,2021,600000,0.08646047157975166,0.06173874954918854
234,Withholding tax,2004,600000,0.04333717207165356,0.06173874954918854
235,Withholding tax,2005,600000,0.04333717207165356,0.06173874954918854
236,Withholding tax,2006,600000,0.04333717207165356,0.06173874954918854
237,Withholding tax,2007,600000,0.04477892417650061,0.06173874954918854
238,Withholding tax,2008,600000,0.04333717207165356,0.06173874954918854
239,Withholding tax,2009,600000,0.04967296049733246,0.06173874954918854
240,Withholding tax,2010,600000,0.06636100108561453,0.06173874954918854
241,Withholding tax,2011,600000,0.04333717207165356,0.06173874954918854
242,Withholding tax,2012,600000,0.04333717207165356,0.06173874954918854
243,Withholding tax,2013,600000,0.06470637652272314,0.06173874954918854
244,Withholding tax,2014,600000,0.05952930034118599,0.06173874954918854
245,Withholding tax,2015,600000,0.08072101606719508,0.06173874954918854
246,Withholding tax,2016,600000,0.07986347559667543,0.06173874954918854
247,Withholding tax,2017,600000,0.06632677747502361,0.06173874954918854
248,Withholding tax,2018,600000,0.08831781752974939,0.06173874954918854
249,Withholding tax,2019,600000,0.08566918809934447,0.06173874954918854
250,Withholding tax,2020,600000,0.06544789475289643,0.06173874954918854
251,Withholding tax,2021,600000,0.06485337203074923,0.06173874954918854
252,1120 On capital gains of individuals,2004,600000,0.04333717207165356,0.04333717207165356
253,1120 On capital gains of individuals,2005,600000,0.04333717207165356,0.04333717207165356
254,1120 On capital gains of individuals,2006,600000,0.04333717207165356,0.04333717207165356
255,1120 On capital gains of individuals,2007,600000,0.04333717207165356,0.04333717207165356
256,1120 On capital gains of individuals,2008,600000,0.04333717207165356,0.04333717207165356
257,1120 On capital gains of individuals,2009,600000,0.04333717207165356,0.04333717207165356
258,1120 On capital gains of individuals,2010,600000,0.04333717207165356,0.04333717207165356
259,1120 On capital gains of individuals,2011,600000,0.04333717207165356,0.04333717207165356
260,1120 On capital gains of individuals,2012,600000,0.04333717207165356,0.04333717207165356
261,1120 On capital gains of individuals,2013,600000,0.04333717207165356,0.04333717207165356
262,1120 On capital gains of individuals,2014,600000,0.04333717207165356,0.04333717207165356
263,1120 On capital gains of individuals,2015,600000,0.04333717207165356,0.04333717207165356
264,1120 On capital gains of individuals,2016,600000,0.04333717207165356,0.04333717207165356
265,1120 On capital gains of individuals,2017,600000,0.04333717207165356,0.04333717207165356
266,1120 On capital gains of individuals,2018,600000,0.04333717207165356,0.04333717207165356
267,1120 On capital gains of individuals,2019,600000,0.04333717207165356,0.04333717207165356
268,1120 On capital gains of individuals,2020,600000,0.04333717207165356,0.04333717207165356
269,1120 On capital gains of individuals,2021,600000,0.04333717207165356,0.04333717207165356
270,1120 On capital gains of individuals,2004,600000,0.04333717207165356,0.04333717207165356
271,1120 On capital gains of individuals,2005,600000,0.04333717207165356,0.04333717207165356
272,1120 On capital gains of individuals,2006,600000,0.04333717207165356,0.04333717207165356
273,1120 On capital gains of individuals,2007,600000,0.04333717207165356,0.04333717207165356
274,1120 On capital gains of individuals,2008,600000,0.04333717207165356,0.04333717207165356
275,1120 On capital gains of individuals,2009,600000,0.04333717207165356,0.04333717207165356
276,1120 On capital gains of individuals,2010,600000,0.04333717207165356,0.04333717207165356
277,1120 On capital gains of individuals,2011,600000,0.04333717207165356,0.04333717207165356
278,1120 On capital gains of individuals,2012,600000,0.04333717207165356,0.04333717207165356
279,1120 On capital gains of individuals,2013,600000,0.04333717207165356,0.04333717207165356
280,1120 On capital gains of individuals,2014,600000,0.04333717207165356,0.04333717207165356
281,1120 On capital gains of individuals,2015,600000,0.04333717207165356,0.04333717207165356
282,1120 On capital gains of individuals,2016,600000,0.04333717207165356,0.04333717207165356
283,1120 On capital gains of individuals,2017,600000,0.04333717207165356,0.04333717207165356
284,1120 On capital gains of individuals,2018,600000,0.04333717207165356,0.04333717207165356
285,1120 On capital gains of individuals,2019,600000,0.04333717207165356,0.04333717207165356
286,1120 On capital gains of individuals,2020,600000,0.04333717207165356,0.04333717207165356
287,1120 On capital gains of individuals,2021,600000,0.04333717207165356,0.04333717207165356
288,"1200 Taxes on income, profits and capital gains of corporates",2004,600000,0.05427857638980912,0.07508954694720292
289,"1200 Taxes on income, profits and capital gains of corporates",2005,600000,0.053253398233513626,0.07508954694720292
290,"1200 Taxes on income, profits and capital gains of corporates",2006,600000,0.053400633766862396,0.07508954694720292
291,"1200 Taxes on income, profits and capital gains of corporates",2007,600000,0.05696180947089917,0.07508954694720292
292,"1200 Taxes on income, profits and capital gains of corporates",2008,600000,0.06250269403422061,0.07508954694720292
293,"1200 Taxes on income, profits and capital gains of corporates",2009,600000,0.07803998321822951,0.07508954694720292
294,"1200 Taxes on income, profits and capital gains of corporates",2010,600000,0.06693291142215503,0.07508954694720292
295,"1200 Taxes on income, profits and capital gains of corporates",2011,600000,0.07112880408883136,0.07508954694720292
296,"1200 Taxes on income, profits and capital gains of corporates",2012,600000,0.06599561253712266,0.07508954694720292
297,"1200 Taxes on income, profits and capital gains of corporates",2013,600000,0.07568286454220921,0.07508954694720292
298,"1200 Taxes on income, profits and capital gains of corporates",2014,600000,0.08452447733235854,0.07508954694720292
299,"1200 Taxes on income, profits and capital gains of corporates",2015,600000,0.09999834982590661,0.07508954694720292
300,"1200 Taxes on income, profits and capital gains of corporates",2016,600000,0.09125882780633356,0.07508954694720292
301,"1200 Taxes on income, profits and capital gains of corporates",2017,600000,0.08288019386045227,0.07508954694720292
302,"1200 Taxes on income, profits and capital gains of corporates",2018,600000,0.09127342934679608,0.07508954694720292
303,"1200 Taxes on income, profits and capital gains of corporates",2019,600000,0.08648917460792113,0.07508954694720292
304,"1200 Taxes on income, profits and capital gains of corporates",2020,600000,0.08642491782883092,0.07508954694720292
305,"1200 Taxes on income, profits and capital gains of corporates",2021,600000,0.08760504233196602,0.07508954694720292
306,"1200 Taxes on income, profits and capital gains of corporates",2004,600000,0.05427857638980912,0.07508954694720292
307,"1200 Taxes on income, profits and capital gains of corporates",2005,600000,0.05278251855570762,0.07508954694720292
308,"1200 Taxes on income, profits and capital gains of corporates",2006,600000,0.053400633766862396,0.07508954694720292
309,"1200 Taxes on income, profits and capital gains of corporates",2007,600000,0.05696180947089917,0.07508954694720292
310,"1200 Taxes on income, profits and capital gains of corporates",2008,600000,0.06250269403422061,0.07508954694720292
311,"1200 Taxes on income, profits and capital gains of corporates",2009,600000,0.07803998321822951,0.07508954694720292
312,"1200 Taxes on income, profits and capital gains of corporates",2010,600000,0.06693291142215503,0.07508954694720292
313,"1200 Taxes on income, profits and capital gains of corporates",2011,600000,0.07112880408883136,0.07508954694720292
314,"1200 Taxes on income, profits and capital gains of corporates",2012,600000,0.06599561253712266,0.07508954694720292
315,"1200 Taxes on income, profits and capital gains of corporates",2013,600000,0.07345439943914082,0.07508954694720292
316,"1200 Taxes on income, profits and capital gains of corporates",2014,600000,0.08452447733235854,0.07508954694720292
317,"1200 Taxes on income, profits and capital gains of corporates",2015,600000,0.09999834982590661,0.07508954694720292
318,"1200 Taxes on income, profits and capital gains of corporates",2016,600000,0.09287059784807296,0.07508954694720292
319,"1200 Taxes on income, profits and capital gains of corporates",2017,600000,0.08288019386045227,0.07508954694720292
320,"1200 Taxes on income, profits and capital gains of corporates",2018,600000,0.09127342934679608,0.07508954694720292
321,"1200 Taxes on income, profits and capital gains of corporates",2019,600000,0.08753923538933357,0.07508954694720292
322,"1200 Taxes on income, profits and capital gains of corporates",2020,600000,0.09066660532686197,0.07508954694720292
323,"1200 Taxes on income, profits and capital gains of corporates",2021,600000,0.08760504233196602,0.07508954694720292
324,1210 On profits of corporates,2004,600000,0.05379182503754145,0.07508954694720292
325,1210 On profits of corporates,2005,600000,0.05278251855570762,0.07508954694720292
326,1210 On profits of corporates,2006,600000,0.053400633766862396,0.07508954694720292
327,1210 On profits of corporates,2007,600000,0.05696180947089917,0.07508954694720292
328,1210 On profits of corporates,2008,600000,0.06250269403422061,0.07508954694720292
329,1210 On profits of corporates,2009,600000,0.07803998321822951,0.07508954694720292
330,1210 On profits of corporates,2010,600000,0.06693291142215503,0.07508954694720292
331,1210 On profits of corporates,2011,600000,0.0714075534968939,0.07508954694720292
332,1210 On profits of corporates,2012,600000,0.0696487779460733,0.07508954694720292
333,1210 On profits of corporates,2013,600000,0.07345439943914082,0.07508954694720292
334,1210 On profits of corporates,2014,600000,0.08754213569531584,0.07508954694720292
335,1210 On profits of corporates,2015,600000,0.09999834982590661,0.07508954694720292
336,1210 On profits of corporates,2016,600000,0.09287059784807296,0.07508954694720292
337,1210 On profits of corporates,2017,600000,0.08288019386045227,0.07508954694720292
338,1210 On profits of corporates,2018,600000,0.09127342934679608,0.07508954694720292
339,1210 On profits of corporates,2019,600000,0.08648917460792113,0.07508954694720292
340,1210 On profits of corporates,2020,600000,0.08642491782883092,0.07508954694720292
341,1210 On profits of corporates,2021,600000,0.08760504233196602,0.07508954694720292
342,1210 On profits of corporates,2004,600000,0.05379182503754145,0.07508954694720292
343,1210 On profits of corporates,2005,600000,0.05278251855570762,0.07508954694720292
344,1210 On profits of corporates,2006,600000,0.054255643970438874,0.07508954694720292
345,1210 On profits of corporates,2007,600000,0.05696180947089917,0.07508954694720292
346,1210 On profits of corporates,2008,600000,0.06250269403422061,0.07508954694720292
347,1210 On profits of corporates,2009,600000,0.07803998321822951,0.07508954694720292
348,1210 On profits of corporates,2010,600000,0.06693291142215503,0.07508954694720292
349,1210 On profits of corporates,2011,600000,0.07112880408883136,0.07508954694720292
350,1210 On profits of corporates,2012,600000,0.0696487779460733,0.07508954694720292
351,1210 On profits of corporates,2013,600000,0.07568286454220921,0.07508954694720292
352,1210 On profits of corporates,2014,600000,0.08452447733235854,0.07508954694720292
353,1210 On profits of corporates,2015,600000,0.09214504130185733,0.07508954694720292
354,1210 On profits of corporates,2016,600000,0.09287059784807296,0.07508954694720292
355,1210 On profits of corporates,2017,600000,0.08288019386045227,0.07508954694720292
356,1210 On profits of corporates,2018,600000,0.09127342934679608,0.07508954694720292
357,1210 On profits of corporates,2019,600000,0.08753923538933357,0.07508954694720292
358,1210 On profits of corporates,2020,600000,0.08642491782883092,0.07508954694720292
359,1210 On profits of corporates,2021,600000,0.08760504233196602,0.07508954694720292
360,Corporate income tax,2004,600000,0.05427857638980912,0.07493887549580924
361,Corporate income tax,2005,600000,0.05278251855570762,0.07493887549580924
362,Corporate income tax,2006,600000,0.053400633766862396,0.07493887549580924
363,Corporate income tax,2007,600000,0.05696180947089917,0.07493887549580924
364,Corporate income tax,2008,600000,0.06250269403422061,0.07493887549580924
365,Corporate income tax,2009,600000,0.0708917690816381,0.07493887549580924
366,Corporate income tax,2010,600000,0.06653601955006253,0.07493887549580924
367,Corporate income tax,2011,600000,0.07140755349689391,0.07493887549580924
368,Corporate income tax,2012,600000,0.06599561253712266,0.07493887549580924
369,Corporate income tax,2013,600000,0.07310961306417826,0.07493887549580924
370,Corporate income tax,2014,600000,0.08719604918318882,0.07493887549580924
371,Corporate income tax,2015,600000,0.09206915329567268,0.07493887549580924
372,Corporate income tax,2016,600000,0.09248325698361176,0.07493887549580924
373,Corporate income tax,2017,600000,0.08253180710564963,0.07493887549580924
374,Corporate income tax,2018,600000,0.09102420305342211,0.07493887549580924
375,Corporate income tax,2019,600000,0.08718269777461522,0.07493887549580924
376,Corporate income tax,2020,600000,0.08625199958595632,0.07493887549580924
377,Corporate income tax,2021,600000,0.08741627241673995,0.07493887549580924
378,Corporate income tax,2004,600000,0.05427857638980912,0.07493887549580924
379,Corporate income tax,2005,600000,0.05278251855570762,0.07493887549580924
380,Corporate income tax,2006,600000,0.053400633766862396,0.07493887549580924
381,Corporate income tax,2007,600000,0.05736157164580863,0.07493887549580924
382,Corporate income tax,2008,600000,0.06191113162438636,0.07493887549580924
383,Corporate income tax,2009,600000,0.0708917690816381,0.07493887549580924
384,Corporate income tax,2010,600000,0.06693291142215503,0.07493887549580924
